skin,u_lip,l_lip,hair,l_ear,r_ear,nose,mouth,l_brow,r_brow,l_eye,r_eye,ear_r,neck,neck_l,cloth,background,hat,eye_g,img
0.28392944634982853,0.28946053946053946,0.2890274314214464,0.28518700787401574,0.0,0.2885956175298805,0.2883084577114428,0.28946053946053946,0.28960519740129936,0.28960519740129936,0.0,0.0,0.0,0.2871655104063429,0.0,0.2885956175298805,0.2783031613077547,0.0,0.2885956175298805,"('./data/xai_images/race_per_7000/African/m.012x4t/10-FaceId-0_align.jpg',)"
0.001567398119122257,0.0,0.0,0.1359773371104816,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.07838745800671892,0.5577492596248766,0.0,0.0,"('./data/xai_images/race_per_7000/African/m.012x4t/106-FaceId-0_align.jpg',)"
0.20781032078103207,0.0,0.0,0.7694235588972431,0.13636363636363635,0.17857142857142858,0.00819672131147541,0.0,0.7450980392156863,0.95,0.15384615384615385,0.6666666666666666,0.0,0.0,0.0,0.4601593625498008,0.37467983900475665,0.47089262613195343,0.0,"('./data/xai_images/race_per_7000/Caucasian/m.011_0k/10-FaceId-0_align.jpg',)"
0.02846715328467153,0.0,0.0,0.5453400503778337,0.0,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783475783475783,0.0,0.430365296803653,0.12023038156947444,0.0,0.0,"('./data/xai_images/race_per_7000/Caucasian/m.011_0k/11-FaceId-0_align.jpg',)"
